title,originallink,link,description,pubDate
"K방산 수주잔고 100조 돌파… 한국, 자유민주주의 무기고로",https://www.chosun.com/economy/industry-company/2023/03/28/6JGYPQHKJBBI3G33HYXF6EYRKE/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003754241?sid=101,"유럽·중동 넘어 동남아까지… 올해도 <b>수출</b> 잭팟 이어진다 국내 방산 기업들이 지난해 사상 최대 규모의... 27일 방산업계에 따르면 한화에어로스페이스, 한국항공우주산업(KAI), <b>LIG넥스원</b>, 대우조선해양, 현대로템 등... ",2023-03-28
작년 이어 올해도 &apos;최대&apos;...K-방산 실적·투자 &apos;잭팟&apos;,https://view.asiae.co.kr/article/2023032710115399666,https://n.news.naver.com/mnews/article/277/0005236736?sid=101,<b>LIG넥스원</b>은 첨단무기 구성품 개발과 <b>수출</b>·대형 양산사업에 필요한 생산시설을 구축하기 위해 김천2공장 토지를 취득해둔 상태다. <b>LIG넥스원</b>은 &quot;향후 사업 진행 상황에 따라 추가 투자를 검토 중&quot;이라고 했다.... ,2023-03-27
[김대호 박사의 오늘 기업·사람] SNT·한화·KAI·도이체방크·UBS·CS·애플...,https://biz.sbs.co.kr/article_hub/20000110043?division=NAVER,https://n.news.naver.com/mnews/article/374/0000328806?sid=101,"24兆·<b>LIG넥스원</b> 12兆 등 - 5~6년 일감 이미 확보…무기수요 늘며 <b>수출</b> 탄력 - SNT중공업, 세계 최초 1,500마력 자동변속기 선보여 - 1월 튀르키예와 계약 체결…알타이 주력 전차 탑재 - 120㎜ 자주박격포, 소형전술차량... ",2023-03-27
선동열은 왜 “경기에 이기려고만 생각해서 죄송하다”고 했을까,http://www.skyedaily.com/news/news_view.html?ID=186535,http://www.skyedaily.com/news/news_view.html?ID=186535,방산 <b>수출</b>시장에서 한국의 점유율(2018~2022년)은 2.4%로 직전 5년(1.3%) 대비 두 배 가까이로 높아졌다. 이에 따라 방산업체의 작년 영업이익은 전년보다 많게는 두 배 이상 늘었다. 한화에어로스페이스·<b>LIG넥스원</b>은 역대... ,2023-03-26
삼성·현대차·SK·LG 등 미국 관료 출신 모시기 경쟁,http://www.sisajournal.com/news/articleView.html?idxno=259378,https://n.news.naver.com/mnews/article/586/0000054780?sid=101,"글로벌 기업으로 발돋움한 국내 주요 기업들은 앞으로 미국 정부의 입법과 규제, <b>수출</b> 통제 움직임에... 대기업은 △삼성전자 △현대자동차 △기아자동차 △SK그룹 △SK하이닉스 △포스코 △한화디펜스 △<b>LIG넥스원</b>... ",2023-03-26
"동남아, K-방산에 &apos;돈남아&apos; 됐다…&quot;러시아 위축, 韓 최대수혜&quot;",http://news.mt.co.kr/mtview.php?no=2023032414555097455,https://n.news.naver.com/mnews/article/008/0004866461?sid=104,한국의 동남아 무기 <b>수출</b>액이 정확히 집계되진 않았다. 다만 한국이 최근 5년(2018~2022년) 세계 9위의... 러시아가 내준 틈을 파고들었다. 현대로템 한화에어로스페이스 한국항공우주 <b>LIG넥스원</b> 등이 국내 대표적 방위산업체다.,2023-03-25
&quot;韓 방산이 최대 승자&quot;…K9·천궁 수주 잭팟 &apos;빅4 실적&apos;도 날았다,https://www.hankyung.com/economy/article/2023032426041,https://n.news.naver.com/mnews/article/015/0004824793?sid=101,"K-9 자주포를 폴란드에 <b>수출</b>한 한화에어로스페이스는 지난해 매출(연결 기준) 6조5396억원, 영업이익 3753억원을 거뒀다. 각각 전년 대비 18%, 36% 증가했다. <b>LIG넥스원</b>도 천궁-Ⅱ 매출 호조 덕에 1791억원의 영업이익을... ",2023-03-24
진격의 K방산…수주잔액 100조 넘었다,https://www.hankyung.com/economy/article/2023032426111,https://n.news.naver.com/mnews/article/015/0004824784?sid=101,"방산 <b>수출</b>시장에서 한국의 점유율(2018~2022년)은 2.4%로, 직전 5년(1.3%) 대비 두 배 가까이로 높아졌다. 이에 따라 방산업체의 작년 영업이익은 전년보다 많게는 두 배 이상 늘었다. 한화에어로스페이스, <b>LIG넥스원</b>은... ",2023-03-24
"<b>LIG넥스원</b> 등 방산업체, 사상 최대 실적에도 R&amp;D 투자 ‘인색’",https://biz.newdaily.co.kr/site/data/html/2023/03/23/2023032300143.html,https://biz.newdaily.co.kr/site/data/html/2023/03/23/2023032300143.html,22조원의 <b>수출</b>로 사상 최대 실적을 낸 국내 방산업체들이 연구개발(R&amp;D) 비용 지출은 소폭 증가에 그친 것으로 나타났다. 23일 한화에어로스페이스‧한화시스템‧한국항공우주산업(KAI)‧<b>LIG넥스원</b>‧현대로템... ,2023-03-23
K방산 생산확충 &apos;잰걸음&apos;…5천억대 대규모 투자 시동,https://www.mk.co.kr/article/10691048,https://n.news.naver.com/mnews/article/009/0005104755?sid=101,아랍에미리트(UAE)에 천궁Ⅱ를 <b>수출</b>하는 <b>LIG넥스원</b>도 구미공장 증설을 시작했다. 2025년까지 1100억원을 투자해 구미 1·2하우스에 첨단 무기체계 시설을 세우겠다는 계획을 마련했다. <b>LIG넥스원</b> 관계자는 &quot;동유럽과 중동... ,2023-03-21
도약하는 K방산…5천억대 대규모 투자 시동,https://www.mk.co.kr/article/10690762,https://n.news.naver.com/mnews/article/009/0005104661?sid=101,아랍에미리트(UAE)에 천궁Ⅱ를 <b>수출</b>하는 <b>LIG넥스원</b>도 구미공장 증설을 시작했다. 2025년까지 1100억원을 투자해 구미 1·2하우스에 첨단 무기체계 시설을 세우겠다는 계획을 마련했다. <b>LIG넥스원</b> 관계자는 “동유럽과... ,2023-03-21
"진격의 K-방산, 세계 속 &apos;우뚝&apos;…다음 전장은",http://news.einfomax.co.kr/news/articleView.html?idxno=4258960,http://news.einfomax.co.kr/news/articleView.html?idxno=4258960,"한화디펜스와 한화시스템 <b>LIG넥스원</b>이 공동으로 천궁2를 <b>수출</b>했고, 계약 규모는 35억달러. 우리나라 돈으로 4조8천억원에 달합니다. 이 탄도 미사일 요격 체계 같은 경우는 세계적으로 일부 선진국만 개발에 성공한... ",2023-03-21
"투자 2배 늘린 현대로템, 생산기지 확대 <b>LIG넥스원</b>…커지는 방산 시장 주도권...",http://news.heraldcorp.com/view.php?ud=20230321000557,https://n.news.naver.com/mnews/article/016/0002119396?sid=101,"(2조7869억원), <b>LIG넥스원</b>(2조2208억원) 매출도 각각 10%, 9%, 22% 상승했다. 연이은 성과에 스웨덴 안보 싱크탱크인 스톡홀름국제평화연구소에 따르면 최근 5년(2018~2022년)간 한국의 방산 <b>수출</b>시장 점유율은 2.4%이다.... ",2023-03-21
K방산 몸집 불리기에 나서 ... 글로벌 수요 대응 위해 신규 채용에 생산 증설,http://www.queen.co.kr/news/articleView.html?idxno=386103,http://www.queen.co.kr/news/articleView.html?idxno=386103,<b>LIG넥스원</b>은 지난해 1월 아랍에미리트(UAE)와 4조원 규모의 지대공 요격체계 &apos;천궁-II&apos; <b>수출</b> 계약을 맺는 등 지난해 말 기준 12조3000억원 규모의 수주잔고를 달성했다. 이는 <b>LIG넥스원</b> 사상 최대 규모다. 지난해... ,2023-03-21
"&quot;일감 쌓였다, 인력 급구&quot;…K-방산, 이러다 고용시장 &apos;큰 손&apos;",https://www.news1.kr/articles/4987308,https://n.news.naver.com/mnews/article/421/0006695516?sid=101,<b>LIG넥스원</b>은 지난해 1월 아랍에미리트(UAE)와 4조원 규모의 지대공 요격체계 &apos;천궁-II&apos; <b>수출</b> 계약을 맺는 등 지난해 말 기준 12조3000억원 규모의 수주잔고를 달성했다. 이는 <b>LIG넥스원</b> 사상 최대 규모다. 지난해... ,2023-03-21
"[新중동 붐 물꼬] `천궁Ⅱ·K9` 수요 폭발… 한화·<b>LIG</b>, 공장 풀가동",http://www.dt.co.kr/contents.html?article_no=2023032102100332781001&ref=naver,https://n.news.naver.com/mnews/article/029/0002790005?sid=101,"자체 개발한 보병전투장갑차(IFV) 레드백을 앞세워 호주 육군 IFV 교체사업을 수주하고, 유럽과 중동에 K9 자주포와 천무 등을 추가 <b>수출</b>하기 위한 현지 영업도 강화한다는 전략이다. <b>LIG넥스원</b>의 경우 중동지역에서... ",2023-03-20
"KAI 강구영 사장 “올해 2050년 매출 40조 원년…매출 3.8조, 수주 4.5조 목표...",https://www.viva100.com/main/view.php?key=20230320010006115,https://www.viva100.com/main/view.php?key=20230320010006115,"KAI 지분은 <b>수출</b>입은행이 26.4%, 국민연금이 9.9%를 갖고 있다. 최근 <b>LIG넥스원</b> 등이 KAI 인수를 원하는 것으로 알려지기도 했다. 강 사장은 “수요가 있는 것은 인정하지만 막대한 시간과 비용이 투입되고 실패... ",2023-03-20
방산株 화력 약해졌지만 …&quot;수주잭팟 올해 반영 기대&quot;,https://www.mk.co.kr/article/10687313,https://n.news.naver.com/mnews/article/009/0005103524?sid=101,"현대로템, K2 전차 추가 공급 KAI·<b>LIG넥스원</b>도 <b>수출</b> 호재 지난해 말 &apos;태·조·이·방·원&apos; 테마의 대표로 높은 상승률을 기록했던 방산주들이 올해 좋지 않은 주가 흐름을 보이고 있다. 주가 급등에 따른 부담이 높아졌기... ",2023-03-19
강구영 KAI 사장 “매각 반대…임직원과 입장 같아”,https://www.seoul.co.kr/news/newsView.php?id=20230317500147&wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0003346977?sid=101,"<b>수출</b>입은행은 KAI 지분의 26.4%를, 국민연금은 9.9%를 보유하고 있다. <b>LIG넥스원</b> 등이 KAI 인수를 원하는 것으로 알려지면서 업계에서는 KAI의 매각 가능성이 꾸준히 제기돼 왔다. 강 사장은 “(KAI를 인수하려는) 수요가... ",2023-03-17
강구영 KAI 사장 “매각 반대” 올해 수주 4.5조·매출 3.8조 목표,http://www.g-enews.com/ko-kr/news/article/news_all/202303171756497827a67d2c7d5a_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/202303171756497827a67d2c7d5a_1/article.html,"최근 일각에서 KAI의 최대주주인 <b>수출</b>입은행의 지분 매각 가능성이 대두되고 있다. 수은은 KAI 지분의 26.4%를, 국민연금은 9.9%를 보유하고 있다. <b>LIG넥스원</b> 등이 KAI 인수를 원하는 것으로 알려지면서 업계에서는 KAI의... ",2023-03-17
KAI 사장 &quot;매각 반대…올해 수주 4.5조·매출 3.8조 목표&quot;(종합),https://www.yna.co.kr/view/AKR20230317088751003?input=1195m,https://n.news.naver.com/mnews/article/001/0013821842?sid=101,"<b>수출</b>입은행은 KAI 지분의 26.4%를, 국민연금은 9.9%를 보유하고 있다. <b>LIG넥스원</b> 등이 KAI 인수를 원하는 것으로 알려지면서 업계에서는 KAI의 민영화 가능성이 꾸준히 제기돼왔다. 강 사장은 &quot;(KAI를 인수하려는) 수요가... ",2023-03-17
한화에어로 &apos;펄펄&apos; <b>LIG</b>·현대로템 &apos;빌빌&apos;…방산주 &apos;빅3&apos; 주가 희비,https://www.sedaily.com/NewsView/29N2A8WX5R,https://n.news.naver.com/mnews/article/011/0004168434?sid=101,올해 1분기 <b>수출</b> 실적은 지난해 4분기(24대 <b>수출</b>)에 맞먹을 것으로 예상된다. 반면 <b>LIG넥스원</b>은 1분기 영업익이 전년 대비 15.5% 줄어든 426억 원으로 전망된다. 이상현 IBK투자증권 연구원은 “올해는 양산을 준비하는... ,2023-03-17
"[관심주] 태조이방원, 시총 작년말보다 23% 증가…열기 되살아나나",http://www.g-enews.com/ko-kr/news/article/news_all/2023031622302599030647a96443_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/2023031622302599030647a96443_1/article.html,"방위산업 종목의 주가는 <b>수출</b> 모멘텀이 계속되고 있지만 주가는 회사별로 차이를 보이고 있습니다. 현대로템의 16일 주가는 2만5600원으로 지난해 말보다 9.86%, <b>LIG넥스원</b>의 주가는 6만8400원으로 지난해 말보다... ",2023-03-17
"허용훈 ㈜건화이엔지 대표이사, 상공의날 산업포장 수상",https://news.imaeil.com/page/view/2023031517450349627,https://n.news.naver.com/mnews/article/088/0000803707?sid=101,"이날 행사에서는 우리나라 산업 발전과 <b>수출</b> 판로 개척 등 이끈 경제 주역 220여 명에 대한 산업훈장 등... 〈구미〉박배호 <b>LIG넥스원</b>㈜ 전무, 도천석 아주스틸㈜ 팀장 〈안동〉이상균 SK바이오사이언스 안동L하우스... ",2023-03-15
"韓방산, 무기 <b>수출</b> 급증세지만…‘큰 손’ 중동 시장 점유율은 약세",https://thepublic.kr/news/view/1065590874131510,https://thepublic.kr/news/view/1065590874131510,"지난 5년간 한국의 무기 <b>수출</b> 규모가 무려 74%나 증가했다는 통계가 공개됐다. 이처럼 한국 방산의... KAI, <b>LIG넥스원</b>, 기아 등 국내 방산기업들이 단독 부스를 차리고 핵심 무기를 선보인 바 있다. 중동 환경에 최적화된... ",2023-03-15
"항공우주산업분야 인력 확보 경쟁 치열...KAI·한화에어로스페이스, 대졸 공채...",http://www.newsroad.co.kr/news/articleView.html?idxno=22479,http://www.newsroad.co.kr/news/articleView.html?idxno=22479,"이는 지난해에 이어 대규모 방산 <b>수출</b>오더 수주에 따른 것으로 관측된다. 한국항공우주산업(KAI, 사장... <b>LIG넥스원</b>도 지난달 26일까지 HW와 SW, 기계 등 분야에 상반기 수시채용을 진행한 바 있다.",2023-03-10
"하나증권 &quot;다음주 한미 연합훈련, 한화에어로 한국항공우주 주식 주목&quot;",https://www.businesspost.co.kr/BP?command=article_view&num=308638,https://www.businesspost.co.kr/BP?command=article_view&num=308638,"글로벌 안보 경계감이 증가한 가운데 국내 기업의 방산 <b>수출</b>을 주목할 필요가 있다&quot;고 바라봤다. 방위산업 관련 종목으로는 한화에어로스페이스, 한국항공우주, 현대로템, 한화시스템, <b>LIG넥스원</b>, 풍산 등이 제시됐다.",2023-03-10
"경북 구미, &apos;방산혁신클러스터&apos; 유치 신청",https://www.gukjenews.com/news/articleView.html?idxno=2670073,https://www.gukjenews.com/news/articleView.html?idxno=2670073,"경상북도청 전경.(사진=경북도) 최근 국산 유도미사일 천궁Ⅱ의 4조 원대 <b>수출</b>계약도 체결하는 등 방위산업이 미래 신산업으로 급부상하고 있다. 경북도는 구미에 한화시스템, <b>LIG넥스원</b> 등 지역소재 앵커기업과 180여개의... ",2023-03-09
[<b>수출</b> 어게인! 외화 퍼스트!] ④다시 <b>수출</b>이다…전략부터 새로 짜라,http://www.goodkyung.com/news/articleView.html?idxno=202087,http://www.goodkyung.com/news/articleView.html?idxno=202087,"한화에어로스페이스, 현대로템, 한국항공우주산업(KAI), <b>LIG넥스원</b> 등 방산 기업들은 다양한 국가들과 육·해·공 무기체계 <b>수출</b>을 논의하고 있다. &apos;K-콘텐츠&apos; 산업 <b>수출</b> 역량을 강화한다는 방침도 내놨다. 윤석열 대통령은... ",2023-03-09
"국내 방산업계, 지난해 최대실적 달성...&quot;이제부터가 시작&quot;",http://www.newspim.com/news/view/20230308000856,http://www.newspim.com/news/view/20230308000856,"기존 주요 <b>수출</b>국이던 동남아시아를 넘어 유럽, 중동 등지에서 수주소식이 들리면서 올해는 더 나은... <b>LIG넥스원</b>도 지난해 영업이익이 1791억원, 매출 2조2208억원으로 각각 84.3%, 21.9% 증가했다. 수주잔고는 지난해 말... ",2023-03-08
"경북도, 2023년 방산혁신클러스터 구미 유치 신청",https://www.siminilbo.co.kr/news/newsview.php?ncode=1160264318272875,https://www.siminilbo.co.kr/news/newsview.php?ncode=1160264318272875,"원대 <b>수출</b>계약도 체결하는 등 방위산업이 미래 신산업으로 급부상하고 있다. 경북도는 구미가 국내 최대... 한화시스템, <b>LIG넥스원</b> 등 지역소재 앵커기업과 180여개의 방산 중소기업이 소재하고 있어 민수산업에서... ",2023-03-08
"軍, UAE 주관 훈련 참가 등 교류 협력 강화… &apos;K방산&apos; <b>수출</b>도 탄력?",https://www.news1.kr/articles/4974649,https://n.news.naver.com/mnews/article/421/0006671057?sid=100,이에 따라 올해 &apos;K방산&apos;의 UAE <b>수출</b>도 재차 탄력을 받을 것이란 관측이 나오고 있어 주목된다. 한·UAE 간의... UAE 측은 작년 1월 우리 방산업체 <b>LIG넥스원</b>(079550)과 35억달러(약 4조7000억원) 규모의 탄도미사일 요격체계... ,2023-03-08
"경북도, 2023년 방산혁신클러스터 구미 유치 신청",http://news.heraldcorp.com/view.php?ud=20230308000047,https://n.news.naver.com/mnews/article/016/0002113306?sid=102,"한화시스템, <b>LIG넥스원</b> 등 180여개의 방산 기업이 있어 민수산업에서 방위 산업으로 성장할 수 있는 잠재... 이철우 경북지사는 &quot;무기 체계는 나라를 지키는 국방력 강화에 중점을 뒀었는데 K-방산 <b>수출</b>에서 보듯이 이제는... ",2023-03-08
&apos;尹당선 1년&apos; 최대 수혜주라더니…방산주 웃고 원전주 울었다,https://www.news1.kr/articles/4974370,https://n.news.naver.com/mnews/article/421/0006670387?sid=101,정부는 방산과 원전에 강력한 <b>수출</b> 드라이브를 걸고 있지만 단기적으로 주가는 글로벌 지정학적 위기와... <b>LIG넥스원</b>(079550)은 7만2900원에서 7만4400원으로 2.05% 올랐다. 방산과 원전은 윤 대통령의 &apos;세일즈외교... ,2023-03-08
"道, 방산혁신클러스터사업 구미 유치 신청",https://www.dkilbo.com/news/articleView.html?idxno=393914,https://www.dkilbo.com/news/articleView.html?idxno=393914,"▲ 지난 2일(현지시간) 호주 애벌론 공항에서 열린 방위산업박람회에서 관객들이 한화가 호주 <b>수출</b>을 위해... 한화시스템, <b>LIG넥스원</b> 등 지역소재 앵커기업과 180여개의 방산 중소기업이 소재하고 있어 민수산업에서... ",2023-03-07
